"id","title","year","description","director","type_id","rating","imagepath","imagename"
"298","The Spiderwick Chronicles","2008-01-31 00:00:00","Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.",,"0","6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f757451514845536d7270666367476575453479574e6a32557637502e6a7067.jpg"
"299","Madagascar","2005-05-26 00:00:00","Zoo animals leave the comforts of man-made habitats for exotic adventure in this animated family film. After escaping from the zoo, four friends -- a lion, a hippo, a zebra and a giraffe -- are sent back to Africa. When their ship capsizes, stranding them on Madagascar, an island populated by crazy critters, the pals must adapt to jungle life and their new roles as wild animals.",,"0","6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f79756d7a5833466e376765454b456a7541474e63526a5a455450452e6a7067.jpg"
"300","Avatar","2009-12-15 00:00:00","In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",,"0","6.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f74637162394e48647739535773326138384b4344443456387356522e6a7067.jpg"
"301","High School Musical","2006-01-20 00:00:00","Two high school students who are worlds apart -- the school's hoops star and the president of the science club -- secretly decide to audition for their school's musical, a decision that turns both their world and their school upside down.",,"0","5.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6e4a50686a44364843453676506f6b574b754a74633979583139362e6a7067.jpg"
"302","High School Musical 2","2007-08-17 00:00:00","Lava Springs Country Club, an exclusive resort, hires Wildcat basketball hero Troy Bolton, his genius girlfriend Gabriella Montez, and their two best friends for the summer. The parents of scheming Sharpay Evans own the resort, and she wields her remarkable power in an attempt to win Troy away from Gabriella. Eventually Troy must decide between a bright future with a scholarship, or true love.",,"0","5.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6f5a307533434c4164537a4a5741565873486847717a6d43694e472e6a7067.jpg"
"303","Rio","2011-04-15 00:00:00","From the makers of the hit ""Ice Age"" series comes ""Rio,"" a comedy adventure about taking a walk on the wild side. Blu is a domesticated Macaw who never learned to fly, living a comfortable life with his owner and best friend Linda in the small town of Moose Lake, Minnesota. Blu and Linda think he's the last of his kind, but when they learn about another Macaw who lives in Rio de Janeiro, they head to the faraway and exotic land to find Jewel, Blu's female counterpart. Not long after they arrive, Blu and Jewel are kidnapped by a group of bungling animal smugglers. With the help of street smart Jewel, and a group of wise-cracking and smooth-talking city birds, Blu escapes. Now, with his new friends by his side, Blu will have to find the courage to learn to fly, thwart the kidnappers who are hot on their trail, and return to Linda, the best friend a bird ever had.",,"0","6.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f746c6a7863627543354d5434537a7077415959596e716c51394a432e6a7067.jpg"
"304","Surf's Up","2007-06-02 00:00:00","Cody is a surfing penguin from Shiverpool who dreams of making it big and being like his idol Big Z. On his journey he discovers his talents are not all he thinks they are and he must learn to accept that their is more to surfing than fame and fortune.  Surf's Up is a 2007 American computer-animated mockumentary film produced by Sony Pictures Animation and distributed by Columbia Pictures and ImageWorks Studios. It stars the voices of Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder among others.",,"0","5.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6d313059506f616b576f766e4b6478556348496e32396c665848512e6a7067.jpg"
"305","The Dark Knight","2008-07-18 00:00:00","Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",,"0","7.6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f3168526f797a447470674d5537447a344a46323252414e7a514f372e6a7067.jpg"
"306","Batman Begins","2005-06-14 00:00:00","Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",,"0","7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f78696f734f654c667a5062664c6671756934316b53576e4f30735a2e6a7067.jpg"
"307","Planet Earth","2007-03-25 00:00:00","A documentary miniseries described by its makers as ""the definitive look at the diversity of our planet"". Each 50 minute episode features a global overview of a different biome or habitat on Earth (Polar, Mountain, Cave, Desert, Plains, Fresh Water, Seas, Ocean, Forest), followed by a ten-minute featurette which takes a behind-the-scenes look at the challenges of filming the episode.",,"0","3.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f757150385530654e7a4467496c53767665797751394a62705a5a542e6a7067.jpg"
"308","Salt","2010-07-23 00:00:00","As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",,"0","6.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f364e57516a657153586830534461544565366e4870326c434a324a2e6a7067.jpg"
"309","Jumanji","1995-12-14 00:00:00","When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures.",,"0","6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f767a6d4c3666503761504b4e4b505254466e5a6d695566636979562e6a7067.jpg"
"310","Ghost","1990-07-12 00:00:00","Gothamites Sam and Molly see their romance shattered when a street thug kills Sam during a mugging. But love endures beyond the grave when a spectral Sam learns that Molly is in danger and he must find a way to warn her before she suffers his fate.",,"0","6.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f727478793363706c524650557672755a616a70636f784f513762692e6a7067.jpg"
"311","Harry Potter and the Deathly Hallows: Part 1","2010-11-19 00:00:00","The end begins as Harry, Ron, and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",,"0","6.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6d6150344d5466504365564432465a624b544c556772694f5734522e6a7067.jpg"
"312","Harry Potter and the Order of the Phoenix","2007-07-03 00:00:00","Returning for his fifth year of study at the venerable Hogwarts School of Witchcraft and Wizardry, the ever-maturing Harry Potter is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students -- dubbed ""Dumbledore's Army"" -- to defend themselves against the dark arts.",,"0","6.6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6c6d596d6f58567a56725461646658485a3376317953714131666e2e6a7067.jpg"
"313","Harry Potter and the Chamber of Secrets","2002-11-03 00:00:00","Everyone's favorite novice wizard, Harry Potter, continues his high-flying adventures at Hogwarts. This time around, Harry ignores warnings not to return to school - that is, if he values his life - to investigate a mysterious series of attacks with Ron and Hermione.",,"0","6.6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f7879574b4942713745565349584564784c6939684a576f707a344a2e6a7067.jpg"
"314","Harry Potter and the Prisoner of Azkaban","2004-05-31 00:00:00","Harry, Ron and Hermione return to Hogwarts for a third adventure-and-magic-filled year in this follow-up to the first two Potter blockbusters. Harry comes face-to-face with danger yet again, this time in the form of escaped convict Sirius Black. In a bid for help, Harry turns to sympathetic Professor Lupin -- but will it be enough?",,"0","6.7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f727369436f4a356763614247414e555a524f4a5578694e387951352e6a7067.jpg"
"315","Harry Potter and the Deathly Hallows: Part 2","2011-07-07 00:00:00","In the second installment of the two-part conclusion, Harry and his best friends, Ron and Hermione, continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",,"0","7.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f7a6c6d393670566e4d68483659414c77367958376c66564f7056722e6a7067.jpg"
"316","Harry Potter and the Half-Blood Prince","2009-07-07 00:00:00","The sixth year at Hogwarts School of Witchcraft and Wizardry kicks off with a bang for young Harry Potter when he inadvertently discovers a mysterious book that sheds light on the sordid life of the evil Lord Voldemort. Preparing for inevitable battle, Harry and Dumbledore turn to professor Horace Slughorn for help in pinpointing the weakness in Voldemort's forces.",,"0","6.7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6246587973326e68414c774476706b4633645033567664666e38622e6a7067.jpg"
"317","Harry Potter and the Philosopher's Stone","2001-11-14 00:00:00","Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.",,"0","6.6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f64437446767363596358514b544e7679796151723267325561634a2e6a7067.jpg"
"318","Mamma Mia!","2008-06-30 00:00:00","Set on an idyllic Greek island, the plot serves as a background for a wealth of ABBA hit songs. Donna, an independent, single mother who owns a small hotel on the island is about to let go of Sophie, the spirited young daughter she's raised alone. But Sophie has secretly invited three of her mother's ex-lovers in the hopes of finding her father.",,"0","5.7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6e4f45644a433679767667526d765265745566525468596c6a49532e6a7067.jpg"
"319","Transformers: Revenge of the Fallen","2009-06-23 00:00:00","Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",,"0","6.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6b5649535841584459686a514366753530515a6543437a7a6250762e6a7067.jpg"
"320","The Karate Kid","1984-06-22 00:00:00","Hassled by the school bullies, Daniel LaRusso has his share of adolescent woes. Luckily, his apartment building houses a resident martial arts master: Kesuke Miyagi, who agrees to train Daniel ... and ends up teaching him much more than self-defense. Armed with newfound confidence, skill and wisdom, Daniel ultimately faces off against his tormentors in this hugely popular classic underdog tale.",,"0","6.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f356b4b6f7235705a336f7630384341737453796b374647444b564e2e6a7067.jpg"
"321","The Karate Kid, Part II","1986-06-18 00:00:00","Mr. Miyagi and Daniel take a trip to Okinawa to visit Mr. Miyagi's dying father. After arriving Mr. Miyagi finds he still has feelings for an old love. This stirs up trouble with an old rival who he originally left Okinawa to avoid. In the mean time, Daniel encounters a new love and also makes some enemies.",,"0","6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f77306f3858794274523557495a7264574933657970454359494d672e6a7067.jpg"
"322","Thor","2011-05-06 00:00:00","Against his father Odin's will, The Mighty Thor -a powerful but arrogant warrior god -recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",,"0","6.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6249754f5754747946506a7346446576717646335172443161756e2e6a7067.jpg"
"323","Transformers: Dark of the Moon","2011-06-28 00:00:00","Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",,"0","6.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f78337372506f6a6c696e6b4159786e5058416a5a756e735043494c2e6a7067.jpg"
"324","Nanny McPhee","2005-10-21 00:00:00","Emma Thompson stars as a governess who uses magic to rein in the behavior of seven ne'er-do-well children in her charge.",,"0","5.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f324479765a7639684578566a5a744c3738363167577278637252362e6a7067.jpg"
"325","Romeo + Juliet","1996-10-31 00:00:00","In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.",,"0","6.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f734a79385551386c4a4b516947727a756937516c454c5a794b517a2e6a7067.jpg"
"326","Predator","1987-06-11 00:00:00","Dutch and his group of commandos are hired by the CIA to rescue downed airmen from guerillas in a Central American jungle. The mission goes well but as they return they find that something is hunting them. Nearly invisible, it blends in with the forest, taking trophies from the bodies of it's victims as it goes along. Occasionally seeing through it's eyes, the audience sees it is an intelligent alien hunter, hunting them for sport, killing them off one at a time.",,"0","6.7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f65394a4d5543776177746a734f576a6c4265796c4a4b48543054752e6a7067.jpg"
"327","Kung Fu Panda","2008-06-05 00:00:00","When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",,"0","6.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6b5368574f59663636484f75485475436449554c675734443630532e6a7067.jpg"
"328","The Twilight Saga: Breaking Dawn - Part 1","2011-11-17 00:00:00","The new found married bliss of Bella Swan and vampire Edward Cullen is cut short when a series of betrayals and misfortunes threatens to destroy their world. Bella soon discovers she is pregnant, and during a nearly fatal childbirth, Edward finally fulfills her wish to become immortal. But the arrival of their remarkable daughter, Renesmee, sets in motion a perilous chain of events that pits the Cullens and their allies against the Volturi, the fearsome council of vampire leaders, setting the stage for an all-out battle.",,"0","5.6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f655a5166656f6b69464264764b484e7274516f4d3374743246574c2e6a7067.jpg"
"329","Ben 10: Alien Swarm","2009-01-01 00:00:00","Ben tenison is back in this all new Comedy Central, Movie, Based on the current Alien Force story. Alien swarm picks up with Ben 10 as a full fledged plumber but he's about to leave the ranks to do what he believes is right.",,"0","5.9","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6950736c744244774549737a62446a62654243347451316a5452392e6a7067.jpg"
"330","A Christmas Carol","2009-11-06 00:00:00","Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",,"0","6.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f324e4f31715355616772744e326369763736693044627a795177752e6a7067.jpg"
"331","Gambit","2012-11-21 00:00:00","An art curator decides to seek revenge on his abusive boss by conning him into buying a fake Monet, but his plan requires the help of an eccentric and unpredictable Texas rodeo queen.",,"0","4.6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f3636776c494d6b4c3350393248436679625642596264695a374c752e6a7067.jpg"
"332","Battle Los Angeles","2011-03-11 00:00:00","The Earth is attacked by unknown forces. As people everywhere watch the world's great cities fall, Los Angeles becomes the last stand for mankind in a battle no one expected. It's up to a Marine staff sergeant and his new platoon to draw a line in the sand as they take on an enemy unlike any they've ever encountered before.",,"0","5.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f705256504e6175334d497179476e335151493836706432507131592e6a7067.jpg"
"333","Rise of the Planet of the Apes","2011-08-04 00:00:00","Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father Charles. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects... Especially Caesar, his pet chimpanzee.",,"0","6.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f646457535767416a41686b734e684d65654254537159366f7449412e6a7067.jpg"
"334","Universal Soldier: Regeneration","2009-10-01 00:00:00","When terrorists threaten nuclear catastrophe, the world's only hope is to reactivate decommissioned Universal Soldier Luc Deveraux. Rearmed and reprogrammed, Deveraux must take on his nemesis from the original Universal Soldier and a next-generation ""UniSol"".",,"0","6.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f725574653364724d3363734f71656c354f536c776c626a554c69732e6a7067.jpg"
"335","Men in Black","1997-07-01 00:00:00","Men in Black follows the exploits of agents Kay and Jay, members of a top-secret organization established to monitor and police alien activity on Earth. The two Men in Black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies. In order to prevent worlds from colliding, the MiB must track down the terrorist and prevent the destruction of Earth. It's just another typical day for the Men in Black.",,"0","6.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f325049616d364771753430575731445a42305437385651514f64322e6a7067.jpg"
"336","Men in Black II","2002-07-02 00:00:00","Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIBs untarnished mission statement: protecting the earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. And now it's a race against the clock as Jay must convince Kay-who not only has absolutely no memory of his time spent with the Men In Black, but is also the only living person left with the expertise to save the galaxy-to reunite with the MIB before the earth submits to ultimate destruction.",,"0","5.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f3465327079695772336555584e4832347a4461624d71554179576e2e6a7067.jpg"
"337","X-Men","2000-07-13 00:00:00","Two mutants, Rogue and Wolverine, come to a private academy for their kind whose resident superhero team, the X-Men, must oppose a terrorist organization with similar powers.",,"0","6.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f346b596a3766554a7a68456737787a384a336f4d506937674477772e6a7067.jpg"
"338","X2: X-Men United","2003-04-27 00:00:00","Professor Charles Xavier and his team of genetically gifted superheroes face a rising tide of anti-mutant sentiment led by Col. William Stryker in this sequel to the Marvel Comics-based blockbuster X-Men. Storm, Wolverine and Jean Grey must join their usual nemeses Magneto and Mystique to unhinge Stryker's scheme to exterminate all mutants.",,"0","6.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f38544150756f6570684e4169524767426f62503478516c3051474b2e6a7067.jpg"
"339","X-Men: The Last Stand","2006-05-26 00:00:00","When a cure is found to treat mutations, lines are drawn amongst the X-Men, led by Professor Charles Xavier, and the Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",,"0","6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f355170614e375a424152364433466f747645494d5830715a7848672e6a7067.jpg"
"340","X-Men Origins: Wolverine","2009-04-30 00:00:00","After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.",,"0","6.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f766261563744616c534636557934714c79564b37754e64746d46792e6a7067.jpg"
"341","Superman","1978-12-14 00:00:00","Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane -- who's in love with Superman. Clark must summon his superhero alter ego when the nefarious Lex Luthor launches a plan to take over the world.",,"0","6.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6e32444f4543546847473768376d35416a4c69324e7568323375312e6a7067.jpg"
"342","Superman II","1980-06-18 00:00:00","Three escaped criminals from the planet Krypton test the Man of Steel's mettle. Led by Gen. Zod, the Kryptonians take control of the White House and partner with Lex Luthor to destroy Superman and rule the world. But Superman, who attempts to make himself human in order to get closer to Lois, realizes he has a responsibility to save the planet.",,"0","6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f66334c3531687747455069737a7630376249317279344463564e662e6a7067.jpg"
"343","Superman III","1983-06-16 00:00:00","Aiming to defeat the Man of Steel, wealthy executive Ross Webster hires bumbling but brilliant Gus Gorman to develop synthetic kryptonite, which yields some unexpected psychological effects in the third installment of the 1980s Superman franchise. Between rekindling romance with his high school sweetheart and saving himself, Superman must contend with a powerful supercomputer.",,"0","4.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6367307856755251626236516b6148356e7664386c7a67723259662e6a7067.jpg"
"344","Superman IV: The Quest for Peace","1987-07-23 00:00:00","With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.",,"0","4.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f41753639595a6d644879414a63435763733847413344504565574d2e6a7067.jpg"
"345","Superman Returns","2006-06-21 00:00:00","Set 5 years after the end of Superman II, the film begins when Superman returns to discover his absence allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man Of Steel.",,"0","5.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f376649486944684344534a41337154454b686658376736594b54772e6a7067.jpg"
"346","Resident Evil: Retribution","2012-09-14 00:00:00","The Umbrella Corporation’s deadly T-virus continues to ravage the Earth, transforming the global population into legions of the flesh eating Undead. The human race’s last and only hope, Alice, awakens in the heart of Umbrella’s most clandestine operations facility and unveils more of her mysterious past as she delves further into the complex. Without a safe haven, Alice continues to hunt those responsible for the outbreak; a chase that takes her from Tokyo to New York, Washington, D.C. and Moscow, culminating in a mind-blowing revelation that will force her to rethink everything that she once thought to be true. Aided by new found allies and familiar friends, Alice must fight to survive long enough to escape a hostile world on the brink of oblivion. The countdown has begun.",,"0","5.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f7152686939554467667374503961494a54436f4f397531335137742e6a7067.jpg"
"347","The Sorcerer's Apprentice","2010-07-13 00:00:00","Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.",,"0","5.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f5a4e53725270644a36466a4d79344975364a7052544a355138372e6a7067.jpg"
"348","The Terminator","1984-10-26 00:00:00","In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to snuff Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",,"0","6.6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f71386666427578516c594f487276506e694c6743626d4b4b344c762e6a7067.jpg"
