"id","title","year","description","director","type_id","rating","imagepath","imagename"
"60","Terminator 3: Rise of the Machines","2003-06-29 23:00:00","It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",,"0","6.6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6f645367566d7a75635776326630653347497749723748506236392e6a7067.jpg"
"61","Terminator 2: Judgment Day","1991-06-30 23:00:00","Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",,"0","8.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f327934646d675759524d595864443155794a56636e3248536431442e6a7067.jpg"
"62","The NeverEnding Story","1984-07-18 23:00:00","While hiding from bullies in his school's attic, a young boy discovers the extraordinary land of Fantasia, through a magical book called The Neverending Story. The book tells the tale of Atreyu, a young warrior who, with the help of a luck dragon named Falkor, must save Fantasia from the destruction of The Nothing.",,"0","7.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f7548665261793848356c5334646861486b636c3479656268696a552e6a7067.jpg"
"63","The 6th Day","2000-11-15 23:00:00","Futuristic action about a man who meets a clone of himself and stumbles into a grand conspiracy about clones taking over the world.",,"0","7.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f36704255656b77686e6a5739395630634c70687837645a453257782e6a7067.jpg"
"64","The Secret of Moonacre","2008-09-05 23:00:00","When 13 year old Maria Merryweather's father dies, leaving her orphaned and homeless, she is forced to leave her luxurious London life to go and live with Sir Benjamin, an eccentric uncle she didn't know she had, at the mysterious Moonacre Manor.",,"0","7.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f72687648645a763942496931586c784d424152794136355a5235372e6a7067.jpg"
"65","Dorian Gray","2009-09-08 23:00:00","A vain London playboy offers his soul in exchange for eternal beauty in this adaptation of the chilling tale by author Oscar Wilde. Seduced into the decadent world of Lord Henry Wotton (Colin Firth), handsome young aristocrat Dorian Gray (Ben Barnes) becomes obsessed with maintaining his youthful appearance, and commissions a special portrait that will weather the winds of time while he remains forever young. When Gray's obsession spirals out of control, his desperate attempts to safeguard his secret turn his once-privileged life into a living hell.",,"0","7.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f744c304a6747697231305246585a314d30483354677972476474702e6a7067.jpg"
"66","Terminator Salvation","2009-05-19 23:00:00","All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",,"0","6.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6f4e364e6e34506e3065506932597168664870413072386b7467312e6a7067.jpg"
"68","Underworld: Rise of the Lycans","2009-01-22 23:00:00","A prequel to the first two Underworld films, this fantasy explains the origins of the feud between the Vampires and the Lycans. Aided by his secret love, Sonja, courageous Lucian leads the Lycans in battle against brutal Vampire king Viktor. Determined to break the king's enslavement of his people, Lucian faces off against the Death Dealer army in a bid for Lycan independence.",,"0","7.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f685a744b36666b7573534b7a476330663779513273796f31345a652e6a7067.jpg"
"69","Underworld","2003-09-18 23:00:00","Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",,"0","7.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f72646b786c35695864705655313838634c314c4c47337379367a342e6a7067.jpg"
"70","I Am Legend","2007-12-12 23:00:00","Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",,"0","6.7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f70667651336b6b536246734950433565784b505566356e4f6636302e6a7067.jpg"
"71","The Spy Next Door","2010-03-19 23:00:00","Former CIA spy Bob Ho takes on his toughest assignment to date: looking after his girlfriend's three kids, who haven't exactly warmed to their mom's beau. And when one of the youngsters accidentally downloads a top-secret formula, Bob's longtime nemesis, a Russian terrorist, pays a visit to the family.",,"0","6.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f383162427254494d59653744397a3073785a6e716a34754d484a4f2e6a7067.jpg"
"72","Paul Blart: Mall Cop","2009-01-14 23:00:00","Mild-mannered Paul Blart (Kevin James) has always had huge dreams of becoming a State Trooper. Until then, he patrols the local mall as a security guard. With his closely cropped moustache, personal transporter and gung-ho attitude, only Blart seems to take his job seriously. All that changes when a team of thugs raids the mall and takes hostages. Untrained, unarmed and a super-size target, Blart has to become a real cop to save the day.",,"0","4.9","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f314e43386c58783575384c3648334373647953596e5a50743835522e6a7067.jpg"
"73","Constantine","2005-02-17 23:00:00","Based on the graphic novels, Constantine tells the story of John Constantine, a man who has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles. Caught in a catastrophic series of otherworldly events, the two become inextricably involved and seek to find their own peace at whatever cost.",,"0","7.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6370694368356e68436371556e4c6d586e78646c433062476177782e6a7067.jpg"
"74","Nanny McPhee Returns","2010-03-25 23:00:00","Nanny McPhee appears at the door of a harried young mother, Mrs. Isabel Green, who is trying to run the family farm while her husband is away at war. But once she’s arrived, Nanny McPhee discovers that the children are fighting a war of their own against two spoiled city cousins who have just moved in. Relying on everything from a flying motorcycle and a statue that comes to life to a tree-climbing piglet and a baby elephant, Nanny uses her magic to teach her mischievous charges five new lessons.",,"0","7.9","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f36616c58596a767755513265504242424e58474f4b434e725151382e6a7067.jpg"
"75","X-Men: First Class","2011-05-23 23:00:00","Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.",,"0","7.7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6f47544163416f6e7a756561486e657447306b5665697131436e5a2e6a7067.jpg"
"76","Aliens vs Predator: Requiem","2007-12-24 23:00:00","A sequel to 2004's Alien vs. Predator, the iconic creatures from two of the scariest film franchises in movie history wage their most brutal battle ever - in our own backyard. The small town of Gunnison, Colorado becomes a war zone between two of the deadliest extra-terrestrial life forms - the Alien and the Predator. When a Predator scout ship crash-lands in the hills outside the town, Alien Facehuggers and a hybrid Alien/Predator are released and begin to terrorize the town.",,"0","6.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f7852344d736c79756d37626a7a414631726c55583248726c77685a2e6a7067.jpg"
"77","Casino Royale","2006-11-14 23:00:00","James Bond goes on his first ever mission as a 00. Le Chiffre is a banker to the world's terrorists. He is participating in a poker game at Montenegro, where he must win back his money, in order to stay safe among the terrorist market. The boss of MI6, known simply as M sends Bond, along with Vesper Lynd to attend this game and prevent Le Chiffre from winning. Bond, using help from Felix Leiter, Mathis and having Vesper pose as his wife, enters the most important poker game in his already dangerous career. But if Bond defeats Le Chiffre, will he and Vesper Lynd remain safe?",,"0","7.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f746f456175654566447858353779344a354d52524137717379354b2e6a7067.jpg"
"78","Quantum of Solace","2008-10-29 23:00:00","Quantum of Solace continues the high octane adventures of James Bond in Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr White who reveals the organization which blackmailed Vesper is far more complex and dangerous than anyone had imagined.",,"0","6.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f67586b73584e77456b3368387476536468627352703547474a416b2e6a7067.jpg"
"79","Night at the Museum: Battle of the Smithsonian","2009-05-20 23:00:00","Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.",,"0","7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f7162553641786d4f36396242777536547738487463526f6c7441412e6a7067.jpg"
"80","Night at the Museum","2006-12-20 23:00:00","Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits. Larry tries desperately to keep the museum under control, but he's fighting a losing battle until President Teddy Roosevelt comes to the rescue.",,"0","7.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f4e556243537779324551395a367073556a5071723357645649322e6a7067.jpg"
"81","The Mummy","1999-05-05 23:00:00","Dashing legionnaire Rick O'Connell and Beni, his weasel of a companion, stumble upon the hidden ruins of Hamunaptra while in the midst of a battle in 1923, 3,000 years after Imhotep has suffered a fate worse than death; his body will remain undead for all eternity as a punishment for a forbidden love.",,"0","6.7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6366746d447a5643574b796e4b4d6659396f79466a37696746714a2e6a7067.jpg"
"82","The Mummy Returns","2001-04-27 23:00:00","Rick and Evelyn O'Connell, along with their 8 year old son Alex, discover the key to the legendary Scorpion King's might, the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn't above kidnapping its new bearer, Alex, to gain control of Anubis' otherworldly army.",,"0","6.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f68696f6959555a564975594968616744476849416a794e455575302e6a7067.jpg"
"83","The Mummy: Tomb of the Dragon Emperor","2008-07-30 23:00:00","The third installment in the Mummy franchise takes archaeologist Rick O'Connell to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his family -- including his wife and son -- to quash the so-called Dragon Emperor and his abuse of supernatural power.",,"0","6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f353368725a767869563348674736706468754d65457249633748672e6a7067.jpg"
"84","X-Men Origins: Wolverine","2009-04-29 23:00:00","After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.",,"0","7.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f766261563744616c534636557934714c79564b37754e64746d46792e6a7067.jpg"
"85","The Wizard of Oz","0000-00-00 00:00:00","One of the most famous musical films and the first film from Hollywood to use color. Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.",,"0","8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f744b45486f4b505a7633616630506e33706f614f4c484f4a364e4d2e6a7067.jpg"
"86","Knight and Day","2010-06-22 23:00:00","An action-comedy centered on a fugitive couple on a glamorous and sometimes deadly adventure where nothing and no one - even themselves - are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust.",,"0","7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6e6d46636e76324238516b704d4d506d555744784c73307847454a2e6a7067.jpg"
"87","Sherlock Holmes","2009-12-24 23:00:00","In a dynamic new portrayal of Arthur Conan Doyle’s most famous characters, “Sherlock Holmes” sends Holmes and his stalwart partner Watson on their latest challenge. Revealing fighting skills as lethal as his legendary intellect, Holmes will battle as never before to bring down a new nemesis and unravel a deadly plot that could destroy England.",,"0","7.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f32326e67757258624c71616237536b6f3661545364774f436535572e6a7067.jpg"
"88","Clash of the Titans","2010-04-01 23:00:00","Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",,"0","6.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6e385732593732567a536938597a364976595777666f694d5453362e6a7067.jpg"
"89","Inception","2010-07-15 23:00:00","Dom Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",,"0","8.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f74415841525672654a6e57666f414e494841536d67596b345342302e6a7067.jpg"
